255.967,188.631,130.855,
37.6608,29.8439,255.967,
255.967,101.077,101.321,
255.967,68.5994,11.4333,
182.018,255.967,245.579,
15.4423,88.9874,255.967,
68.8936,255.967,48.7603,
111.068,52.9117,255.967,
217.156,16.8929,255.967,
195.825,106.871,255.967,
255.967,163.565,148.187,
255.967,133.535,97.1557,
69.1416,133.661,255.967,
71.4307,134.182,255.967,
224.955,255.967,153.08,
255.967,78.8511,230.445,
218.311,61.0766,255.967,
21.7368,255.967,219.721,
108.019,255.967,10.3484,
231.631,238.36,255.967,
255.967,2.861,10.3056,
95.1863,255.967,3.16818,
133.685,233.96,255.967,
255.967,0.424616,69.5736,
137.886,255.967,18.4003,
20.2276,250.883,255.967,
204.196,210.982,255.967,
198.074,255.967,99.6389,
255.967,90.0452,164.199,
115.521,255.967,199.139,
255.967,185.811,142.933,
9.82027,67.4085,255.967,
65.8968,255.967,172.9,
255.967,112.86,97.0636,
157.291,237.777,255.967,
39.2792,165.771,255.967,
19.3649,0.854355,255.967,
162.653,35.7572,255.967,
93.4317,255.967,254.615,
198.949,148.709,255.967,
210.65,116.093,255.967,
46.3687,255.967,113.516,
255.967,152.032,186.528,
120.685,255.967,100.576,
255.967,132.752,83.5877,
81.5357,0.188066,255.967,
64.579,255.967,66.7433,
255.967,31.5575,197.76,
255.967,48.3188,189.699,
67.0178,255.967,11.8605,
19.9677,255.967,207.601,
255.967,154.096,110.206,
255.967,103.716,83.4057,
255.967,212.966,19.9051,
60.0731,161.056,255.967,
255.967,46.8397,228.123,
255.967,51.3019,210.964,
242.048,255.967,212.017,
255.967,80.3588,147.363,
255.967,198.629,31.3515,
124.672,39.5203,255.967,
255.967,89.9206,168.847,
112.417,255.967,156.41,
255.967,20.3844,4.22466,
80.9214,255.967,206.22,
21.4106,255.967,75.2752,
47.8275,255.967,148.978,
106.248,255.967,238.769,
255.967,153.524,27.2718,
9.31699,255.967,55.4911,
52.1475,255.967,40.7582,
159.257,255.967,149.48,
255.967,175.799,205.744,
255.967,205.468,13.2998,
21.5916,255.967,125.64,
15.5463,235.762,255.967,
184.584,255.967,224.787,
255.967,28.843,236.794,
25.9714,255.967,148.795,
74.9792,255.967,20.3635,
255.967,40.4407,21.7843,
255.967,112.555,240.801,
255.967,177.646,66.9197,
59.6347,255.967,255.822,
255.967,212.877,169.322,
115.401,255.967,253.257,
224.253,255.967,158.959,
201.162,248.127,255.967,
236.16,115.906,255.967,
175.02,255.967,67.9278,
255.967,253.355,62.3538,
255.967,213.137,239.53,
249.656,255.967,69.9196,
114.104,160.297,255.967,
163.239,255.967,135.573,
225.115,255.967,71.7157,
78.7419,251.886,255.967,
179.551,255.967,127.387,
171.175,255.967,180.292,
116.984,170.206,255.967,
198.591,255.967,171.549,
76.9991,255.967,56.6784,
255.967,169.92,187.372,
255.967,175.682,17.4787,
81.0148,132.225,255.967,
145.561,255.967,242.599,
10.4276,255.967,222.599,
60.8716,255.967,197.058,
255.967,20.0386,132.846,
255.967,52.529,200.872,
255.967,137.743,113.552,
121.251,55.0044,255.967,
133.955,255.967,79.0583,
255.967,178.688,183.32,
15.6042,255.967,247.188,
255.967,22.6197,253.326,
255.967,56.7561,24.5945,
255.967,155.728,167.582,
255.967,183.941,89.4951,
255.967,68.3588,37.3795,
173.744,255.967,119.153,
87.5867,28.2626,255.967,
127.082,255.967,137.907,
255.967,144.382,32.9272,
169.836,255.967,181.7,
254.888,255.967,78.0386,
42.921,131.079,255.967,
197.301,222.316,255.967,
169.779,255.967,2.22482,
255.967,205.293,245.742,
255.967,223.122,57.5032,
255.967,43.9631,9.58127,
255.967,26.0149,65.1625,
255.967,102.892,114.269,
194.499,255.967,47.277,
178.009,255.967,103.778,
97.0869,99.0325,255.967,
255.967,13.5413,178.233,
160.765,255.967,247.129,
255.967,168.595,152.934,
255.967,12.6422,24.3997,
14.6313,39.1689,255.967,
164.203,255.967,150.073,
109.89,255.967,238.533,
232.647,255.967,22.2872,
255.967,182.954,241.741,
255.967,21.632,159.231,
255.967,192.097,38.8482,
251.131,204.13,255.967,
255.967,122.087,93.7123,
73.6365,255.967,36.1726,
255.967,80.6613,190.611,
255.967,130.067,134.108,
48.6726,201.375,255.967,
250.857,255.967,191.38,
52.1386,255.967,179.218,
254.049,192.436,255.967,
24.344,255.967,167.922,
60.9177,41.7474,255.967,
142.686,94.9314,255.967,
203.522,255.967,254.355,
255.967,3.51054,164.346,
255.967,147.345,82.7661,
255.967,0.0424866,237.075,
171.366,181.098,255.967,
255.967,148.749,153.665,
104.992,255.967,195.571,
119.552,255.967,247.698,
117.238,255.967,187.033,
192.525,255.967,91.6635,
213.738,255.967,9.01529,
64.2742,219.844,255.967,
107.921,255.967,3.94325,
255.967,33.4751,10.9973,
160.151,255.967,33.6915,
255.967,17.3041,91.6971,
46.9702,211.33,255.967,
191.292,74.2071,255.967,
255.967,134.931,236.592,
255.967,17.9226,231.31,
11.48,255.967,221.451,
194.729,112.758,255.967,
146.984,52.8447,255.967,
196.384,255.967,151.932,
65.2441,255.967,62.1053,
255.967,73.3191,83.3838,
60.3567,159.358,255.967,
95.481,33.6285,255.967,
255.967,183.773,195.698,
19.3143,118.832,255.967,
255.967,211.331,236.077,
71.5853,255.967,24.5813,
231.511,255.967,7.50251,
255.967,120.51,84.8579,
41.3153,172.96,255.967,
210.01,169.78,255.967,
192.972,62.2033,255.967,
188.102,255.967,11.9123,
249.458,255.967,173.363,
144.527,255.967,111.648,
253.779,255.967,193.511,
155.977,255.967,11.2739,
255.967,166.699,176.214,
255.967,124.364,128.58,
5.76904,255.967,227.332,
104.004,255.967,228.637,
45.2875,21.6159,255.967,
255.967,29.7572,249.809,
12.9917,255.967,138.364,
72.6052,255.967,135.099,
255.967,34.8984,66.2858,
50.644,255.967,245.244,
244.138,255.967,131.214,
180.87,255.967,71.7715,
18.92,255.967,113.058,
255.967,33.7073,59.0859,
195.911,255.967,184.73,
192.194,255.967,87.2252,
247.414,255.967,11.9103,
255.967,32.9522,191.268,
18.2478,188.353,255.967,
106.453,255.967,165.218,
100.916,90.9636,255.967,
218.386,255.967,169.185,
92.239,66.18,255.967,
255.967,103.285,141.771,
129.411,255.967,54.3874,
253.469,255.967,41.4327,
3.64478,202.25,255.967,
116.227,255.967,22.1123,
4.93692,182.026,255.967,
83.9422,255.967,35.477,
126.251,106.216,255.967,
74.2706,168.756,255.967,
14.0374,206.134,255.967,
43.0694,255.967,1.66939,
126.449,255.967,245.058,
12.1468,98.7432,255.967,
166.069,255.967,76.2595,
119.4,223.849,255.967,
255.967,159.978,7.7325,
17.3059,195.069,255.967,
255.967,36.4051,55.968,
241.18,39.1924,255.967,
122.85,255.967,236.729,
17.8078,255.967,154.541,
78.2419,88.1644,255.967,
255.967,110.543,195.623,
19.6927,193.767,255.967,
255.967,159.26,97.0731,
255.967,225.341,116.123,
202.975,125.073,255.967,
4.62985,255.967,56.7021,
132.121,41.4422,255.967,
170.273,255.967,37.5728,
154.426,201.633,255.967,
93.0172,97.4818,255.967,
62.9623,12.659,255.967,
208.037,255.967,196.75,
