223.563,239.793,255,
105.34,255,53.4759,
105.099,255,5.15295,
238.445,255,6.16242,
160.364,230.155,255,
109.383,255,124.363,
255,39.4093,71.1329,
23.5261,255,240.451,
103.368,255,226.445,
255,93.1716,219.588,
8.03809,255,120.961,
30.0184,255,177.479,
229.824,255,148.239,
255,211.201,81.6234,
255,67.3031,14.7592,
207.978,255,93.5009,
43.6905,240.164,255,
29.3146,74.2531,255,
156.478,255,166.531,
255,196.481,224.113,
158.108,255,82.1963,
135.582,115.438,255,
255,152.249,120.123,
96.9651,64.2872,255,
136.808,255,174.399,
255,48.2884,72.0384,
151.665,255,32.1842,
167.828,109.038,255,
60.9285,255,78.3367,
115.758,96.474,255,
161.993,151.863,255,
255,229.97,162.985,
255,253.968,146.699,
71.4146,255,180.916,
255,74.7557,148.62,
51.6305,58.2041,255,
8.06026,255,91.3528,
171.143,140.657,255,
181.911,255,90.3246,
255,122.681,106.676,
74.2741,135.321,255,
94.4572,255,50.4786,
137.274,255,143.051,
11.7253,255,215.198,
255,247.811,33.043,
255,68.0443,123.27,
60.9425,245.312,255,
146.984,255,246.899,
204.722,255,166.299,
47.6631,38.8335,255,
255,209.503,161.545,
148.212,42.7134,255,
15.8415,154.437,255,
81.7889,255,239.106,
255,81.8119,204.431,
255,7.73421,10.7859,
255,10.6188,44.7726,
145.823,255,28.8116,
255,52.6385,227.067,
53.765,233.899,255,
255,38.8655,148.757,
172.249,69.3994,255,
69.3523,131.235,255,
255,94.6554,110.17,
59.0266,144.935,255,
228.52,54.2214,255,
63.4674,68.085,255,
185.39,208.296,255,
255,21.4921,146.774,
39.5013,255,206.667,
255,153.708,176.665,
171.517,147.597,255,
130.83,144.323,255,
32.8575,86.4582,255,
255,140.291,220.791,
255,37.0381,204.519,
111.528,159.894,255,
102.228,255,106.59,
155.04,255,46.0626,
87.7294,165.366,255,
255,195.671,231.407,
252.658,255,147.727,
11.3566,112.061,255,
178.469,255,170.713,
153.734,121.065,255,
99.0636,100.787,255,
255,65.3623,254.053,
121.108,138.154,255,
8.72328,191.971,255,
204.546,164.595,255,
29.5785,255,67.4726,
244.254,255,81.6978,
147.88,42.403,255,
30.2255,226.319,255,
208.404,255,83.9288,
164.939,255,34.1,
255,117.475,81.3243,
146.797,243.675,255,
102.4,230.054,255,
4.75652,255,219.23,
5.246,226.337,255,
255,92.6699,53.479,
64.4002,37.3406,255,
140.12,255,239.694,
255,116.629,3.84492,
247.615,140.062,255,
255,45.2664,217.712,
208.795,40.5267,255,
255,115.521,166.548,
255,94.089,146.089,
255,176.714,20.741,
255,65.0455,61.0661,
128.516,255,83.5849,
83.8619,255,11.3093,
116.907,201.106,255,
86.0402,45.7829,255,
255,24.3411,24.4101,
7.90086,255,252.565,
189.72,247.406,255,
243.823,255,111.101,
184.237,255,49.6647,
255,170.411,105.403,
255,189.112,180.311,
219.57,213.144,255,
152.911,255,101.566,
232.252,200.468,255,
255,3.67172,115.822,
111.097,255,201.692,
182.086,255,20.502,
143.421,150.76,255,
210.343,231.866,255,
255,175.459,172.819,
255,28.885,29.3911,
170.02,255,218.738,
97.2423,255,190.203,
58.7915,216.225,255,
165.576,80.6309,255,
255,122.292,248.57,
255,71.8663,55.7104,
255,225.852,76.4771,
46.4762,62.4685,255,
255,163.929,49.0464,
255,119.152,144.247,
255,97.3821,9.83868,
79.6447,177.072,255,
101.323,255,27.4104,
243.957,255,187.178,
255,198.113,30.1442,
245.727,255,63.5416,
181.786,182.745,255,
255,39.8441,6.02938,
2.22792,255,154.808,
168.771,255,14.1246,
115.781,159.766,255,
212.414,255,179.144,
255,27.4804,146.712,
223.293,248.258,255,
202.697,255,85.3495,
255,103.656,226.41,
35.1394,174.026,255,
185.115,245.488,255,
255,173.834,135.193,
33.1839,255,163.855,
255,235.068,42.0337,
245.05,255,13.8728,
66.4764,255,66.9939,
95.0342,255,186.866,
155.423,255,46.84,
144.734,125.792,255,
60.6159,178.237,255,
172.598,219.351,255,
18.5964,255,198.278,
255,199.172,22.8538,
243.72,255,169.365,
183.514,255,148.882,
255,61.8939,71.7038,
178.262,255,158.399,
85.3873,180.396,255,
255,7.17261,179.846,
118.154,26.6681,255,
255,126.844,197.955,
27.4586,17.9778,255,
132.038,255,41.4922,
66.5221,88.6498,255,
65.8372,255,217.741,
255,139.646,17.5081,
255,234.064,29.171,
255,211.827,10.4332,
255,93.5241,253.568,
225.348,255,248.292,
255,185.793,223.922,
134.428,1.2849,255,
122.527,255,180.891,
173.708,0.793555,255,
33.8936,255,1.04953,
255,31.9997,239.411,
255,137.537,30.7741,
88.246,119.64,255,
126.94,255,70.5153,
255,207.851,123.165,
138.892,255,192.165,
16.1218,147.874,255,
122.446,255,46.5907,
255,133.207,63.7136,
96.0339,95.3956,255,
255,26.9725,198.72,
122.155,61.2222,255,
160.723,255,183.312,
255,138.485,11.435,
212.52,195.788,255,
121.963,255,194.177,
202.448,255,53.9047,
14.524,142.702,255,
203.563,255,65.2544,
255,76.0482,180.485,
206.236,255,148.462,
177.938,255,241.105,
255,17.7209,211.764,
202.168,223.09,255,
255,182.572,221.358,
255,162.118,76.3409,
40.5008,255,222.333,
26.0135,228.541,255,
255,32.4164,103.501,
42.951,255,244.905,
163.208,32.3286,255,
177.336,255,154.725,
255,225.645,136.452,
255,159.826,149.839,
250.232,34.9297,255,
101.214,255,2.85428,
255,220.784,165.475,
255,128.302,4.22028,
127.128,255,53.4584,
39.5134,255,206.918,
136.223,132.243,255,
247.267,255,217.247,
125.157,255,171.699,
255,208.854,41.8637,
255,68.0763,70.3825,
79.0218,255,227.226,
255,127.389,55.7658,
